Area of usual residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,Other method of travel to work,F10,F11,F12,F13,F14
E02000008,E02004594,1,0,0,0,0,0,0,0,1,0,0,0
E02000008,E02004595,1,0,0,1,0,0,0,0,0,0,0,0
E02000008,E02004596,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004845,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004852,1,0,1,0,0,0,0,0,0,0,0,0
E02000008,E02004853,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004854,3,0,0,0,0,0,1,0,2,0,0,0
E02000008,E02004855,2,0,0,1,0,0,0,1,0,0,0,0
E02000008,E02004873,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004882,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004888,1,0,0,0,1,0,0,0,0,0,0,0
E02000008,E02004891,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004893,2,0,0,0,0,0,0,2,0,0,0,0
E02000008,E02004899,1,0,0,0,1,0,0,0,0,0,0,0
E02000008,E02004901,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004905,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004906,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004934,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004945,2,0,0,1,1,0,0,0,0,0,0,0
E02000008,E02004948,2,0,0,0,0,0,0,2,0,0,0,0
E02000008,E02004972,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004973,1,0,1,0,0,0,0,0,0,0,0,0
E02000008,E02004975,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004976,1,0,0,0,1,0,0,0,0,0,0,0
E02000008,E02004977,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004985,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004989,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02004995,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005028,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005029,1,0,0,0,0,0,1,0,0,0,0,0
E02000008,E02005030,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005033,3,0,0,1,0,0,0,2,0,0,0,0
E02000008,E02005034,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005038,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005062,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005095,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02005120,2,0,0,0,0,0,0,2,0,0,0,0
E02000008,E02005155,2,0,0,0,0,0,0,2,0,0,0,0
E02000008,E02005675,1,0,0,1,0,0,0,0,0,0,0,0
E02000008,E02005677,2,0,1,0,0,0,0,1,0,0,0,0
E02000008,E02005955,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006007,1,0,1,0,0,0,0,0,0,0,0,0
E02000008,E02006150,1,0,1,0,0,0,0,0,0,0,0,0
E02000008,E02006229,1,0,1,0,0,0,0,0,0,0,0,0
E02000008,E02006249,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006318,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006319,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006326,1,0,0,0,0,0,0,0,1,0,0,0
E02000008,E02006394,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006425,1,0,0,1,0,0,0,0,0,0,0,0
E02000008,E02006512,1,0,0,1,0,0,0,0,0,0,0,0
E02000008,E02006578,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006579,1,0,0,0,0,0,0,0,1,0,0,0
E02000008,E02006582,1,0,0,0,0,0,0,0,0,0,1,0
E02000008,E02006585,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006625,1,0,0,1,0,0,0,0,0,0,0,0
E02000008,E02006643,1,0,0,0,0,0,0,0,0,0,1,0
E02000008,E02006676,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006793,3,0,0,0,1,0,0,2,0,0,0,0
E02000008,E02006794,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006799,51,0,3,2,7,0,0,26,1,2,10,0
E02000008,E02006800,20,0,0,0,5,0,0,7,0,0,8,0
E02000008,E02006801,19,0,10,3,1,0,0,3,1,0,1,0
E02000008,E02006802,3,0,1,1,0,0,0,1,0,0,0,0
E02000008,E02006838,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006853,2,0,0,0,0,0,0,2,0,0,0,0
E02000008,E02006854,61,0,33,5,4,0,4,10,5,0,0,0
E02000008,E02006859,2,0,0,0,0,0,0,1,1,0,0,0
E02000008,E02006901,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006918,1,0,0,0,0,0,0,0,1,0,0,0
E02000008,E02006921,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006924,10,0,1,0,6,0,0,2,1,0,0,0
E02000008,E02006925,17,0,0,0,2,0,1,13,1,0,0,0
E02000008,E02006926,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,E02006928,2,0,1,0,0,0,0,1,0,0,0,0
E02000008,E02006929,4,0,3,0,0,0,0,1,0,0,0,0
E02000008,OD0000001,250,250,0,0,0,0,0,0,0,0,0,0
E02000008,OD0000002,4,0,0,0,0,0,0,3,1,0,0,0
E02000008,OD0000003,612,0,125,76,52,9,6,297,26,4,11,6
E02000008,OD0000004,4,0,1,1,1,0,0,1,0,0,0,0
E02000008,W02000085,1,0,0,1,0,0,0,0,0,0,0,0
E02000008,W02000280,1,0,0,0,0,0,0,1,0,0,0,0
E02000008,W02000281,1,0,0,0,0,0,0,0,0,0,1,0
E02000008,W02000422,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000001,119,0,50,52,3,0,2,10,0,2,0,0
E02000009,E02000002,6,0,0,0,3,0,0,1,1,0,1,0
E02000009,E02000003,34,0,2,1,11,1,0,16,2,1,0,0
E02000009,E02000004,12,0,0,2,5,0,0,3,0,0,2,0
E02000009,E02000005,16,0,0,0,5,0,0,8,0,0,3,0
E02000009,E02000007,51,0,0,1,19,0,0,25,2,0,4,0
E02000009,E02000008,56,0,1,3,11,1,0,25,4,3,8,0
E02000009,E02000009,48,0,8,2,2,0,0,19,1,0,16,0
E02000009,E02000010,8,0,0,0,1,1,0,5,0,0,1,0
E02000009,E02000011,33,0,0,0,6,0,2,15,2,3,5,0
E02000009,E02000012,13,0,0,0,3,0,0,3,0,1,6,0
E02000009,E02000013,19,0,3,0,1,0,0,7,0,1,7,0
E02000009,E02000014,17,0,0,0,7,0,0,5,2,0,3,0
E02000009,E02000015,9,0,2,0,2,0,0,4,0,0,1,0
E02000009,E02000016,87,0,4,2,40,0,0,36,2,2,1,0
E02000009,E02000017,13,0,0,0,6,0,0,6,0,0,1,0
E02000009,E02000018,9,0,1,2,2,0,0,2,2,0,0,0
E02000009,E02000019,32,0,1,0,10,0,0,17,1,1,2,0
E02000009,E02000020,45,0,1,1,5,0,0,30,1,2,4,1
E02000009,E02000021,27,0,0,0,6,0,0,18,2,0,1,0
E02000009,E02000022,29,0,1,0,10,0,0,15,1,1,0,1
E02000009,E02000023,31,0,0,1,8,0,0,17,0,3,2,0
E02000009,E02000033,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000039,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000041,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000042,2,0,1,0,0,0,0,0,1,0,0,0
E02000009,E02000049,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000051,1,0,0,0,0,0,0,0,1,0,0,0
E02000009,E02000052,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000062,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000072,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000079,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000083,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000091,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000101,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000106,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000113,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000118,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000119,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000130,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000142,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000144,1,0,0,0,0,1,0,0,0,0,0,0
E02000009,E02000148,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000150,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000160,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000162,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000166,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000173,2,0,1,1,0,0,0,0,0,0,0,0
E02000009,E02000175,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000177,2,0,0,0,1,0,0,1,0,0,0,0
E02000009,E02000179,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000182,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000184,4,0,1,0,1,0,0,2,0,0,0,0
E02000009,E02000186,5,0,3,0,1,0,0,0,1,0,0,0
E02000009,E02000187,3,0,3,0,0,0,0,0,0,0,0,0
E02000009,E02000188,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000191,9,0,5,2,1,0,0,1,0,0,0,0
E02000009,E02000192,10,0,7,2,1,0,0,0,0,0,0,0
E02000009,E02000193,21,0,16,5,0,0,0,0,0,0,0,0
E02000009,E02000220,3,0,1,0,0,0,0,2,0,0,0,0
E02000009,E02000224,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000244,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000252,3,0,2,1,0,0,0,0,0,0,0,0
E02000009,E02000266,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000270,5,0,3,0,0,0,1,1,0,0,0,0
E02000009,E02000279,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000284,2,0,0,2,0,0,0,0,0,0,0,0
E02000009,E02000288,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000290,5,0,0,0,0,0,0,3,2,0,0,0
E02000009,E02000291,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000292,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000295,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000296,3,0,1,1,0,0,0,1,0,0,0,0
E02000009,E02000297,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000300,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000301,2,0,0,1,0,0,0,0,1,0,0,0
E02000009,E02000306,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000308,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000309,3,0,0,0,0,0,0,2,1,0,0,0
E02000009,E02000311,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000314,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000316,4,0,2,1,0,0,0,1,0,0,0,0
E02000009,E02000319,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000324,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000327,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000332,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000339,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000342,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000346,2,0,0,1,1,0,0,0,0,0,0,0
E02000009,E02000348,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000354,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000361,5,0,0,2,0,0,0,3,0,0,0,0
E02000009,E02000363,7,0,1,1,0,0,0,5,0,0,0,0
E02000009,E02000364,2,0,0,2,0,0,0,0,0,0,0,0
E02000009,E02000365,3,0,1,2,0,0,0,0,0,0,0,0
E02000009,E02000366,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000367,4,0,1,1,0,0,0,2,0,0,0,0
E02000009,E02000369,4,0,2,1,0,0,0,1,0,0,0,0
E02000009,E02000370,4,0,3,0,0,0,0,0,1,0,0,0
E02000009,E02000371,16,0,5,7,1,0,1,2,0,0,0,0
E02000009,E02000372,5,0,2,1,2,0,0,0,0,0,0,0
E02000009,E02000375,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000377,2,0,2,0,0,0,0,0,0,0,0,0
E02000009,E02000380,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000383,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000384,5,0,3,1,0,0,1,0,0,0,0,0
E02000009,E02000386,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000393,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000396,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000398,3,0,0,0,1,0,1,1,0,0,0,0
E02000009,E02000403,8,0,1,0,1,1,0,4,1,0,0,0
E02000009,E02000407,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000412,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000416,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000417,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000418,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000421,3,0,0,2,0,0,0,1,0,0,0,0
E02000009,E02000422,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000423,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000424,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000425,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000426,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000430,4,0,1,0,0,0,0,3,0,0,0,0
E02000009,E02000431,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000455,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000457,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000465,18,0,0,0,0,0,0,18,0,0,0,0
E02000009,E02000466,2,0,0,0,0,0,1,0,1,0,0,0
E02000009,E02000467,11,0,0,2,4,0,0,5,0,0,0,0
E02000009,E02000469,5,0,0,0,1,0,0,4,0,0,0,0
E02000009,E02000470,13,0,0,1,4,0,1,5,2,0,0,0
E02000009,E02000471,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000472,4,0,0,0,1,0,0,3,0,0,0,0
E02000009,E02000473,7,0,0,1,0,0,0,6,0,0,0,0
E02000009,E02000474,12,0,0,0,6,0,0,5,0,1,0,0
E02000009,E02000475,10,0,0,0,3,0,2,4,0,1,0,0
E02000009,E02000476,80,0,1,3,49,1,4,20,2,0,0,0
E02000009,E02000478,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000479,10,0,0,1,6,0,0,2,0,1,0,0
E02000009,E02000480,51,0,2,0,22,0,1,21,3,0,2,0
E02000009,E02000481,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000482,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000483,10,0,1,0,3,0,0,3,0,2,1,0
E02000009,E02000484,3,0,0,0,2,0,0,1,0,0,0,0
E02000009,E02000485,8,0,1,0,1,0,0,6,0,0,0,0
E02000009,E02000487,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000488,7,0,1,0,0,0,0,6,0,0,0,0
E02000009,E02000489,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000490,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000491,14,0,0,0,1,0,0,12,0,1,0,0
E02000009,E02000492,9,0,0,0,5,0,0,4,0,0,0,0
E02000009,E02000493,5,0,0,0,1,0,0,4,0,0,0,0
E02000009,E02000509,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000524,4,0,1,0,0,0,0,3,0,0,0,0
E02000009,E02000528,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000545,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000549,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000551,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000554,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000555,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000558,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000559,8,0,1,1,1,0,0,5,0,0,0,0
E02000009,E02000565,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000566,2,0,0,1,0,0,0,1,0,0,0,0
E02000009,E02000567,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000568,5,0,1,2,1,0,0,1,0,0,0,0
E02000009,E02000572,2,0,0,2,0,0,0,0,0,0,0,0
E02000009,E02000573,5,0,1,3,1,0,0,0,0,0,0,0
E02000009,E02000574,4,0,2,2,0,0,0,0,0,0,0,0
E02000009,E02000575,11,0,4,4,1,0,0,1,0,1,0,0
E02000009,E02000576,21,0,10,5,2,0,0,3,1,0,0,0
E02000009,E02000578,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000579,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000580,2,0,0,1,1,0,0,0,0,0,0,0
E02000009,E02000582,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000584,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000586,5,0,1,3,0,0,0,0,0,0,1,0
E02000009,E02000588,5,0,4,0,0,0,1,0,0,0,0,0
E02000009,E02000589,4,0,3,0,1,0,0,0,0,0,0,0
E02000009,E02000590,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000592,4,0,4,0,0,0,0,0,0,0,0,0
E02000009,E02000594,2,0,2,0,0,0,0,0,0,0,0,0
E02000009,E02000595,2,0,2,0,0,0,0,0,0,0,0,0
E02000009,E02000596,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000604,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000605,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000620,5,0,4,0,1,0,0,0,0,0,0,0
E02000009,E02000628,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000631,2,0,1,1,0,0,0,0,0,0,0,0
E02000009,E02000636,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000640,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000654,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000655,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000664,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000683,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000689,2,0,0,2,0,0,0,0,0,0,0,0
E02000009,E02000694,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000695,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000700,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000714,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000715,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000716,5,0,0,0,2,0,0,3,0,0,0,0
E02000009,E02000717,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000719,4,0,1,0,0,0,0,3,0,0,0,0
E02000009,E02000721,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000722,3,0,1,2,0,0,0,0,0,0,0,0
E02000009,E02000723,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000725,19,0,7,3,3,0,0,5,0,1,0,0
E02000009,E02000726,10,0,1,2,2,0,0,5,0,0,0,0
E02000009,E02000727,2,0,0,0,1,0,0,1,0,0,0,0
E02000009,E02000728,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000729,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000730,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000731,14,0,1,1,4,0,0,4,4,0,0,0
E02000009,E02000732,3,0,0,0,3,0,0,0,0,0,0,0
E02000009,E02000733,6,0,1,1,0,0,0,4,0,0,0,0
E02000009,E02000734,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000735,3,0,1,0,1,0,0,1,0,0,0,0
E02000009,E02000736,6,0,1,1,0,0,0,4,0,0,0,0
E02000009,E02000737,11,0,0,0,1,0,0,9,1,0,0,0
E02000009,E02000738,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000739,3,0,1,0,1,0,0,1,0,0,0,0
E02000009,E02000740,8,0,0,0,0,0,0,7,1,0,0,0
E02000009,E02000741,15,0,0,0,6,0,0,8,0,0,0,1
E02000009,E02000742,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000743,6,0,1,0,3,0,0,2,0,0,0,0
E02000009,E02000744,3,0,0,0,2,0,0,1,0,0,0,0
E02000009,E02000746,38,0,0,3,10,0,0,22,3,0,0,0
E02000009,E02000747,18,0,3,0,4,0,1,10,0,0,0,0
E02000009,E02000748,18,0,2,2,4,0,2,6,1,1,0,0
E02000009,E02000749,14,0,1,0,1,0,0,10,2,0,0,0
E02000009,E02000750,13,0,1,3,1,0,0,8,0,0,0,0
E02000009,E02000751,5,0,0,1,1,0,0,3,0,0,0,0
E02000009,E02000752,14,0,0,0,2,0,0,11,0,1,0,0
E02000009,E02000756,6,0,1,0,0,0,0,5,0,0,0,0
E02000009,E02000757,3,0,0,0,1,0,0,2,0,0,0,0
E02000009,E02000758,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000759,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000760,2,0,1,0,1,0,0,0,0,0,0,0
E02000009,E02000762,2,0,0,0,0,0,0,1,1,0,0,0
E02000009,E02000763,4,0,0,0,1,0,0,3,0,0,0,0
E02000009,E02000764,7,0,0,0,2,0,0,4,0,0,0,1
E02000009,E02000765,3,0,0,0,0,0,0,3,0,0,0,0
E02000009,E02000767,7,0,1,0,0,0,0,6,0,0,0,0
E02000009,E02000768,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000769,14,0,3,0,1,0,0,8,2,0,0,0
E02000009,E02000770,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000772,54,0,2,0,9,0,0,35,1,1,6,0
E02000009,E02000773,6,0,0,0,2,0,0,4,0,0,0,0
E02000009,E02000774,2,0,0,0,0,0,0,1,0,1,0,0
E02000009,E02000776,12,0,1,0,4,0,0,6,0,1,0,0
E02000009,E02000779,12,0,1,0,6,0,0,4,1,0,0,0
E02000009,E02000780,52,0,2,2,26,0,0,14,3,4,1,0
E02000009,E02000781,16,0,1,1,2,0,1,8,0,1,2,0
E02000009,E02000782,27,0,0,0,6,0,0,9,0,0,12,0
E02000009,E02000808,21,0,8,6,1,0,1,5,0,0,0,0
E02000009,E02000809,14,0,7,4,0,0,0,3,0,0,0,0
E02000009,E02000812,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000813,7,0,1,1,0,0,0,5,0,0,0,0
E02000009,E02000815,3,0,0,0,0,0,0,0,0,3,0,0
E02000009,E02000817,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000819,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000820,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000824,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000825,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000830,3,0,3,0,0,0,0,0,0,0,0,0
E02000009,E02000851,3,0,1,1,0,0,0,1,0,0,0,0
E02000009,E02000852,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000864,7,0,1,1,1,0,0,3,0,0,1,0
E02000009,E02000865,5,0,4,0,0,0,0,1,0,0,0,0
E02000009,E02000866,2,0,1,1,0,0,0,0,0,0,0,0
E02000009,E02000867,4,0,0,0,0,0,0,3,0,1,0,0
E02000009,E02000868,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000869,3,0,1,0,0,0,0,2,0,0,0,0
E02000009,E02000870,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000871,2,0,1,0,1,0,0,0,0,0,0,0
E02000009,E02000873,10,0,2,2,0,0,0,6,0,0,0,0
E02000009,E02000874,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000875,6,0,1,0,0,0,0,5,0,0,0,0
E02000009,E02000876,3,0,2,1,0,0,0,0,0,0,0,0
E02000009,E02000877,2,0,1,1,0,0,0,0,0,0,0,0
E02000009,E02000878,5,0,2,2,0,0,0,1,0,0,0,0
E02000009,E02000879,2,0,0,1,0,0,0,1,0,0,0,0
E02000009,E02000881,5,0,0,1,1,0,0,3,0,0,0,0
E02000009,E02000883,4,0,0,0,0,0,0,0,3,1,0,0
E02000009,E02000884,11,0,4,3,0,0,0,3,0,0,1,0
E02000009,E02000886,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000887,11,0,3,0,0,0,0,8,0,0,0,0
E02000009,E02000888,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000889,2,0,0,0,0,0,1,1,0,0,0,0
E02000009,E02000890,9,0,1,5,0,0,0,3,0,0,0,0
E02000009,E02000891,24,0,5,5,2,0,1,11,0,0,0,0
E02000009,E02000893,4,0,1,1,0,0,0,2,0,0,0,0
E02000009,E02000894,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000896,3,0,1,0,1,0,0,1,0,0,0,0
E02000009,E02000900,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000901,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000903,3,0,0,0,1,0,0,2,0,0,0,0
E02000009,E02000904,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000905,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000906,2,0,0,0,0,0,0,2,0,0,0,0
E02000009,E02000907,3,0,0,0,0,0,1,2,0,0,0,0
E02000009,E02000908,2,0,0,0,0,0,0,1,1,0,0,0
E02000009,E02000909,3,0,2,0,0,0,0,1,0,0,0,0
E02000009,E02000910,4,0,0,2,0,0,0,2,0,0,0,0
E02000009,E02000911,4,0,0,1,2,0,0,1,0,0,0,0
E02000009,E02000913,6,0,0,1,2,0,0,3,0,0,0,0
E02000009,E02000914,4,0,1,1,0,0,0,2,0,0,0,0
E02000009,E02000915,2,0,1,0,0,0,0,1,0,0,0,0
E02000009,E02000916,3,0,0,0,0,0,0,3,0,0,0,0
E02000009,E02000917,5,0,2,2,0,0,0,1,0,0,0,0
E02000009,E02000918,4,0,2,0,0,0,0,2,0,0,0,0
E02000009,E02000919,1,0,0,0,1,0,0,0,0,0,0,0
E02000009,E02000920,5,0,1,0,1,0,0,3,0,0,0,0
E02000009,E02000921,3,0,0,2,0,0,0,1,0,0,0,0
E02000009,E02000922,1,0,0,0,0,0,0,1,0,0,0,0
E02000009,E02000924,5,0,1,2,0,0,0,1,0,1,0,0
E02000009,E02000925,1,0,0,1,0,0,0,0,0,0,0,0
E02000009,E02000928,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000934,2,0,0,0,0,0,0,1,0,0,0,1
E02000009,E02000936,2,0,0,0,0,0,0,1,0,0,1,0
E02000009,E02000943,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000945,1,0,1,0,0,0,0,0,0,0,0,0
E02000009,E02000947,1,0,0,0,0,0,0,1,0,0,0,0
